timestamp,11.6Hz_coherence,alpha_power,replication_allowed
2025-11-30T17:25:07.188923,0.049,0.705,False
2025-11-30T17:25:07.286856,0.403,0.694,False
2025-11-30T17:25:07.399057,0.899,0.681,False
2025-11-30T17:25:07.510683,0.869,0.668,False
2025-11-30T17:25:07.611432,0.439,0.657,False
2025-11-30T17:25:07.725246,0.051,0.643,False
2025-11-30T17:25:07.839997,0.253,0.630,False
2025-11-30T17:25:07.937998,0.704,0.618,False
2025-11-30T17:25:08.053506,0.942,0.604,False
2025-11-30T17:25:08.168024,0.602,0.590,False
2025-11-30T17:25:08.267121,0.186,0.578,False
2025-11-30T17:25:08.383080,0.116,0.565,False
2025-11-30T17:25:08.497617,0.543,0.550,False
2025-11-30T17:25:08.597670,0.877,0.538,False
2025-11-30T17:25:08.712299,0.785,0.524,False
2025-11-30T17:25:08.824513,0.330,0.510,False
2025-11-30T17:25:08.922458,0.111,0.498,False
2025-11-30T17:25:09.034426,0.338,0.484,False
2025-11-30T17:25:09.147558,0.762,0.470,False
2025-11-30T17:25:09.247341,0.852,0.458,False
2025-11-30T17:25:09.361508,0.535,0.444,False
2025-11-30T17:25:09.476150,0.191,0.430,False
2025-11-30T17:25:09.576959,0.223,0.418,False
2025-11-30T17:25:09.689622,0.577,0.404,False
2025-11-30T17:25:09.803805,0.810,0.390,False
2025-11-30T17:25:09.902705,0.680,0.379,False
2025-11-30T17:25:10.014932,0.342,0.365,False
2025-11-30T17:25:10.130282,0.229,0.351,False
2025-11-30T17:25:10.227579,0.421,0.340,False
2025-11-30T17:25:10.342183,0.702,0.327,False
2025-11-30T17:25:10.456714,0.704,0.314,False
2025-11-30T17:25:10.554588,0.492,0.303,False
2025-11-30T17:25:10.668970,0.294,0.290,False
2025-11-30T17:25:10.782509,0.374,0.277,False
2025-11-30T17:25:10.885242,0.570,0.267,False
2025-11-30T17:25:10.995940,0.677,0.254,False
2025-11-30T17:25:11.112673,0.553,0.242,False
2025-11-30T17:25:11.208608,0.401,0.232,False
2025-11-30T17:25:11.326499,0.372,0.221,False
2025-11-30T17:25:11.440120,0.501,0.209,False
2025-11-30T17:25:11.537840,0.595,0.200,False
2025-11-30T17:25:11.652260,0.573,0.189,False
2025-11-30T17:25:11.766269,0.473,0.178,False
2025-11-30T17:25:11.866680,0.434,0.169,False
2025-11-30T17:25:11.980004,0.474,0.159,False
2025-11-30T17:25:12.076671,0.519,0.151,False
2025-11-30T17:25:12.192994,0.524,0.141,False
2025-11-30T17:25:12.309539,0.502,0.132,False
2025-11-30T17:25:12.409678,0.503,0.124,False
2025-11-30T17:25:12.521203,0.517,0.116,False
2025-11-30T17:25:12.634505,0.495,0.108,False
2025-11-30T17:25:12.732624,0.456,0.101,False
2025-11-30T17:25:12.843898,0.458,0.093,False
2025-11-30T17:25:12.961821,0.536,0.086,False
2025-11-30T17:25:13.060361,0.590,0.080,False
2025-11-30T17:25:13.174406,0.541,0.073,False
2025-11-30T17:25:13.287949,0.413,0.067,False
2025-11-30T17:25:13.388864,0.374,0.062,False
2025-11-30T17:25:13.502433,0.491,0.056,False
2025-11-30T17:25:13.617869,0.647,0.051,False
2025-11-30T17:25:13.714025,0.640,0.047,False
2025-11-30T17:25:13.828926,0.449,0.042,False
2025-11-30T17:25:13.942598,0.300,0.038,False
2025-11-30T17:25:14.041824,0.380,0.035,False
2025-11-30T17:25:14.159052,0.631,0.032,False
2025-11-30T17:25:14.276150,0.731,0.029,False
2025-11-30T17:25:14.374911,0.565,0.027,False
2025-11-30T17:25:14.492685,0.285,0.025,False
2025-11-30T17:25:14.608510,0.273,0.023,False
2025-11-30T17:25:14.705972,0.522,0.022,False
2025-11-30T17:25:14.822072,0.787,0.021,False
2025-11-30T17:25:14.934013,0.682,0.020,False
2025-11-30T17:25:15.031221,0.371,0.020,False
2025-11-30T17:25:15.147140,0.170,0.020,False
2025-11-30T17:25:15.263489,0.402,0.021,False
2025-11-30T17:25:15.361122,0.740,0.022,False
2025-11-30T17:25:15.473273,0.832,0.023,False
2025-11-30T17:25:15.587356,0.483,0.025,False
2025-11-30T17:25:15.685156,0.164,0.027,False
2025-11-30T17:25:15.802533,0.213,0.029,False
2025-11-30T17:25:15.916670,0.649,0.032,False
2025-11-30T17:25:16.014006,0.899,0.035,False
2025-11-30T17:25:16.127769,0.695,0.039,False
2025-11-30T17:25:16.243652,0.222,0.043,False
2025-11-30T17:25:16.345667,0.083,0.047,False
2025-11-30T17:25:16.455705,0.433,0.052,False
2025-11-30T17:25:16.569778,0.883,0.057,False
2025-11-30T17:25:16.669868,0.881,0.062,False
2025-11-30T17:25:16.783966,0.418,0.068,False
2025-11-30T17:25:16.898764,0.052,0.074,False
2025-11-30T17:25:16.997874,0.206,0.080,False
2025-11-30T17:25:17.111939,0.730,0.087,False
2025-11-30T17:25:17.224445,0.960,0.094,False
2025-11-30T17:25:17.324194,0.665,0.101,False
2025-11-30T17:25:17.439234,0.142,0.109,False
2025-11-30T17:25:17.554933,0.085,0.117,False
2025-11-30T17:25:17.652194,0.490,0.124,False
2025-11-30T17:25:17.764263,0.945,0.133,False
2025-11-30T17:25:17.878558,0.818,0.142,False
2025-11-30T17:25:17.976308,0.350,0.151,False
2025-11-30T17:25:18.093954,0.020,0.160,False
2025-11-30T17:25:18.207929,0.319,0.171,False
2025-11-30T17:25:18.309471,0.793,0.179,False
2025-11-30T17:25:18.421327,0.956,0.190,False
2025-11-30T17:25:18.535131,0.523,0.201,False
2025-11-30T17:25:18.635107,0.102,0.211,False
2025-11-30T17:25:18.748445,0.122,0.222,False
2025-11-30T17:25:18.861001,0.634,0.234,False
2025-11-30T17:25:18.961690,0.953,0.244,False
2025-11-30T17:25:19.075425,0.757,0.256,False
2025-11-30T17:25:19.187200,0.231,0.268,False
2025-11-30T17:25:19.287253,0.048,0.279,False
2025-11-30T17:25:19.397241,0.388,0.291,False
2025-11-30T17:25:19.511581,0.865,0.304,False
2025-11-30T17:25:19.609559,0.897,0.315,False
2025-11-30T17:25:19.725522,0.462,0.328,False
2025-11-30T17:25:19.838744,0.089,0.342,False
2025-11-30T17:25:19.938428,0.201,0.353,False
2025-11-30T17:25:20.053433,0.670,0.367,False
2025-11-30T17:25:20.166432,0.903,0.380,False
2025-11-30T17:25:20.260786,0.674,0.392,False
2025-11-30T17:25:20.375274,0.232,0.406,False
2025-11-30T17:25:20.492002,0.153,0.420,False
2025-11-30T17:25:20.584825,0.457,0.432,False
2025-11-30T17:25:20.701176,0.822,0.446,False
2025-11-30T17:25:20.816922,0.757,0.460,False
2025-11-30T17:25:20.917367,0.425,0.472,False
2025-11-30T17:25:21.026977,0.172,0.486,False
2025-11-30T17:25:21.141588,0.351,0.500,False
2025-11-30T17:25:21.243086,0.665,0.512,False
2025-11-30T17:25:21.353338,0.792,0.526,False
2025-11-30T17:25:21.467948,0.541,0.540,False
2025-11-30T17:25:21.565459,0.284,0.552,False
2025-11-30T17:25:21.676228,0.275,0.566,False
2025-11-30T17:25:21.791371,0.548,0.580,False
2025-11-30T17:25:21.887272,0.727,0.592,False
2025-11-30T17:25:22.002621,0.644,0.606,False
2025-11-30T17:25:22.114734,0.392,0.620,False
2025-11-30T17:25:22.211706,0.299,0.631,False
2025-11-30T17:25:22.326040,0.436,0.645,False
2025-11-30T17:25:22.439497,0.633,0.658,False
2025-11-30T17:25:22.539082,0.652,0.669,False
2025-11-30T17:25:22.650200,0.501,0.683,False
2025-11-30T17:25:22.762433,0.376,0.696,False
2025-11-30T17:25:22.861800,0.407,0.707,False
2025-11-30T17:25:22.979574,0.534,0.719,False
2025-11-30T17:25:23.096406,0.591,0.732,False
2025-11-30T17:25:23.188307,0.541,0.742,False
2025-11-30T17:25:23.306517,0.461,0.754,False
2025-11-30T17:25:23.420424,0.454,0.766,False
2025-11-30T17:25:23.520118,0.493,0.776,False
2025-11-30T17:25:23.632529,0.517,0.788,False
2025-11-30T17:25:23.748267,0.504,0.799,False
2025-11-30T17:25:23.848832,0.501,0.808,False
2025-11-30T17:25:23.963341,0.523,0.819,False
2025-11-30T17:25:24.075682,0.521,0.829,False
2025-11-30T17:25:24.174896,0.477,0.838,False
2025-11-30T17:25:24.288859,0.434,0.848,False
2025-11-30T17:25:24.402142,0.481,0.857,False
2025-11-30T17:25:24.498537,0.568,0.865,False
2025-11-30T17:25:24.615398,0.598,0.874,False
2025-11-30T17:25:24.727516,0.488,0.883,False
2025-11-30T17:25:24.822542,0.377,0.890,False
2025-11-30T17:25:24.938560,0.394,0.898,False
2025-11-30T17:25:25.053612,0.570,0.906,False
2025-11-30T17:25:25.153240,0.676,0.912,False
2025-11-30T17:25:25.267438,0.582,0.919,False
2025-11-30T17:25:25.382210,0.357,0.926,False
2025-11-30T17:25:25.480689,0.291,0.931,False
2025-11-30T17:25:25.592906,0.476,0.937,False
2025-11-30T17:25:25.708470,0.718,0.943,False
2025-11-30T17:25:25.806453,0.711,0.948,False
2025-11-30T17:25:25.925786,0.438,0.952,False
2025-11-30T17:25:26.039245,0.223,0.957,False
2025-11-30T17:25:26.136244,0.326,0.961,False
2025-11-30T17:25:26.254794,0.663,0.964,False
2025-11-30T17:25:26.367171,0.805,0.968,False
2025-11-30T17:25:26.467063,0.598,0.970,False
2025-11-30T17:25:26.579770,0.237,0.973,False
2025-11-30T17:25:26.695552,0.208,0.975,False
2025-11-30T17:25:26.795369,0.511,0.977,False
2025-11-30T17:25:26.911921,0.845,0.978,False
2025-11-30T17:25:27.023778,0.733,0.979,False
2025-11-30T17:25:27.124263,0.363,0.980,False
2025-11-30T17:25:27.240174,0.110,0.980,False
2025-11-30T17:25:27.353137,0.368,0.980,False
2025-11-30T17:25:27.451278,0.764,0.979,False
2025-11-30T17:25:27.568825,0.888,0.978,True
2025-11-30T17:25:27.681739,0.499,0.977,False
2025-11-30T17:25:27.785828,0.130,0.976,False
2025-11-30T17:25:27.899423,0.166,0.974,False
2025-11-30T17:25:28.015590,0.647,0.971,False
2025-11-30T17:25:28.111425,0.937,0.969,True
2025-11-30T17:25:28.227543,0.731,0.965,False
2025-11-30T17:25:28.340551,0.214,0.962,False
2025-11-30T17:25:28.439810,0.046,0.958,False
2025-11-30T17:25:28.554982,0.407,0.954,False
2025-11-30T17:25:28.670415,0.897,0.949,True
2025-11-30T17:25:28.769711,0.915,0.945,True
2025-11-30T17:25:28.884822,0.435,0.939,False
2025-11-30T17:25:29.000068,0.036,0.933,False
2025-11-30T17:25:29.099576,0.178,0.928,False
2025-11-30T17:25:29.213019,0.719,0.921,False
2025-11-30T17:25:29.326050,0.976,0.914,True
2025-11-30T17:25:29.424964,0.688,0.908,False
2025-11-30T17:25:29.538292,0.151,0.901,False
2025-11-30T17:25:29.654337,0.071,0.893,False
2025-11-30T17:25:29.752747,0.469,0.886,False
2025-11-30T17:25:29.865766,0.937,0.877,True
2025-11-30T17:25:29.980811,0.832,0.868,False
2025-11-30T17:25:30.080751,0.372,0.860,False
2025-11-30T17:25:30.193984,0.030,0.851,False
2025-11-30T17:25:30.309225,0.304,0.841,False
2025-11-30T17:25:30.409013,0.767,0.832,False
2025-11-30T17:25:30.523823,0.946,0.822,True
2025-11-30T17:25:30.638137,0.543,0.811,False
2025-11-30T17:25:30.736665,0.131,0.802,False
2025-11-30T17:25:30.855784,0.130,0.791,False
2025-11-30T17:25:30.969620,0.607,0.780,False
2025-11-30T17:25:31.065442,0.920,0.770,True
2025-11-30T17:25:31.178289,0.756,0.758,False
2025-11-30T17:25:31.292203,0.267,0.746,False
2025-11-30T17:25:31.390470,0.083,0.735,False
2025-11-30T17:25:31.505794,0.380,0.723,False
2025-11-30T17:25:31.622741,0.820,0.711,False
2025-11-30T17:25:31.719959,0.864,0.700,False
2025-11-30T17:25:31.833405,0.484,0.687,False
2025-11-30T17:25:31.947038,0.142,0.674,False
2025-11-30T17:25:32.046124,0.226,0.662,False
2025-11-30T17:25:32.161638,0.633,0.649,False
2025-11-30T17:25:32.277276,0.848,0.635,False
2025-11-30T17:25:32.376333,0.663,0.624,False
2025-11-30T17:25:32.491538,0.284,0.610,False
2025-11-30T17:25:32.607503,0.204,0.596,False
2025-11-30T17:25:32.703076,0.451,0.584,False
2025-11-30T17:25:32.817090,0.757,0.570,False
2025-11-30T17:25:32.929677,0.716,0.556,False
2025-11-30T17:25:33.028064,0.452,0.544,False
2025-11-30T17:25:33.145138,0.244,0.530,False
2025-11-30T17:25:33.255482,0.375,0.516,False
2025-11-30T17:25:33.354323,0.617,0.504,False
2025-11-30T17:25:33.473505,0.720,0.490,False
2025-11-30T17:25:33.588041,0.540,0.476,False
2025-11-30T17:25:33.685132,0.351,0.464,False
2025-11-30T17:25:33.799527,0.339,0.450,False
2025-11-30T17:25:33.916342,0.525,0.436,False
2025-11-30T17:25:34.018701,0.647,0.424,False
2025-11-30T17:25:34.131632,0.596,0.410,False
2025-11-30T17:25:34.246966,0.440,0.396,False
2025-11-30T17:25:34.344157,0.384,0.384,False
2025-11-30T17:25:34.458382,0.461,0.371,False
2025-11-30T17:25:34.574704,0.564,0.357,False
2025-11-30T17:25:34.673297,0.571,0.346,False
2025-11-30T17:25:34.791036,0.503,0.332,False
2025-11-30T17:25:34.904323,0.460,0.319,False
2025-11-30T17:25:35.002772,0.475,0.308,False
2025-11-30T17:25:35.119334,0.504,0.295,False
2025-11-30T17:25:35.232697,0.501,0.283,False
2025-11-30T17:25:35.332701,0.493,0.272,False
2025-11-30T17:25:35.447994,0.516,0.260,False
2025-11-30T17:25:35.560937,0.541,0.247,False
2025-11-30T17:25:35.659883,0.514,0.237,False
2025-11-30T17:25:35.775994,0.442,0.226,False
2025-11-30T17:25:35.889931,0.430,0.214,False
2025-11-30T17:25:35.991819,0.508,0.204,False
2025-11-30T17:25:36.107458,0.608,0.193,False
2025-11-30T17:25:36.223300,0.574,0.183,False
2025-11-30T17:25:36.322580,0.443,0.174,False
2025-11-30T17:25:36.436460,0.346,0.164,False
2025-11-30T17:25:36.552546,0.453,0.154,False
2025-11-30T17:25:36.647631,0.624,0.145,False
2025-11-30T17:25:36.759895,0.679,0.136,False
2025-11-30T17:25:36.874113,0.489,0.127,False
2025-11-30T17:25:36.971197,0.305,0.120,False
2025-11-30T17:25:37.084714,0.329,0.111,False
2025-11-30T17:25:37.201752,0.594,0.103,False
2025-11-30T17:25:37.299251,0.755,0.096,False
2025-11-30T17:25:37.414147,0.627,0.089,False
2025-11-30T17:25:37.532557,0.312,0.082,False
2025-11-30T17:25:37.630456,0.213,0.076,False
2025-11-30T17:25:37.744614,0.454,0.070,False
2025-11-30T17:25:37.859810,0.777,0.063,False
2025-11-30T17:25:37.955553,0.779,0.059,False
2025-11-30T17:25:38.071419,0.437,0.053,False
2025-11-30T17:25:38.183237,0.158,0.048,False
2025-11-30T17:25:38.280652,0.273,0.044,False
2025-11-30T17:25:38.392831,0.684,0.040,False
2025-11-30T17:25:38.507441,0.870,0.036,False
2025-11-30T17:25:38.609429,0.633,0.033,False
2025-11-30T17:25:38.724455,0.201,0.030,False
2025-11-30T17:25:38.837648,0.151,0.027,False
2025-11-30T17:25:38.934028,0.494,0.026,False
2025-11-30T17:25:39.048525,0.888,0.024,False
2025-11-30T17:25:39.161578,0.779,0.022,False
2025-11-30T17:25:39.256444,0.364,0.021,False
2025-11-30T17:25:39.370754,0.065,0.020,False
2025-11-30T17:25:39.487248,0.335,0.020,False
2025-11-30T17:25:39.585599,0.775,0.020,False
2025-11-30T17:25:39.700632,0.930,0.021,False
2025-11-30T17:25:39.813261,0.520,0.021,False
2025-11-30T17:25:39.912793,0.112,0.022,False
2025-11-30T17:25:40.027545,0.130,0.024,False
2025-11-30T17:25:40.139887,0.636,0.026,False
2025-11-30T17:25:40.243380,0.958,0.028,False
2025-11-30T17:25:40.353126,0.761,0.031,False
2025-11-30T17:25:40.468895,0.218,0.034,False
2025-11-30T17:25:40.570189,0.025,0.037,False
2025-11-30T17:25:40.680550,0.383,0.041,False
2025-11-30T17:25:40.795631,0.896,0.045,False
2025-11-30T17:25:40.897797,0.933,0.050,False
2025-11-30T17:25:41.006890,0.456,0.055,False
2025-11-30T17:25:41.122602,0.037,0.060,False
2025-11-30T17:25:41.219681,0.161,0.065,False
2025-11-30T17:25:41.333360,0.699,0.071,False
2025-11-30T17:25:41.444007,0.974,0.078,False
2025-11-30T17:25:41.545156,0.706,0.084,False
2025-11-30T17:25:41.655993,0.173,0.091,False
2025-11-30T17:25:41.768289,0.072,0.098,False
2025-11-30T17:25:41.867105,0.449,0.105,False
2025-11-30T17:25:41.981946,0.912,0.113,False
2025-11-30T17:25:42.094170,0.832,0.122,False
2025-11-30T17:25:42.193292,0.398,0.129,False
2025-11-30T17:25:42.306188,0.057,0.138,False
2025-11-30T17:25:42.422235,0.297,0.148,False
2025-11-30T17:25:42.521235,0.734,0.156,False
2025-11-30T17:25:42.633509,0.919,0.166,False
2025-11-30T17:25:42.748677,0.559,0.176,False
2025-11-30T17:25:42.847722,0.173,0.186,False
2025-11-30T17:25:42.964470,0.153,0.196,False
2025-11-30T17:25:43.078250,0.579,0.207,False
2025-11-30T17:25:43.175127,0.871,0.217,False
2025-11-30T17:25:43.291977,0.741,0.229,False
2025-11-30T17:25:43.405970,0.309,0.240,False
2025-11-30T17:25:43.501649,0.134,0.251,False
2025-11-30T17:25:43.617639,0.381,0.263,False
2025-11-30T17:25:43.730064,0.765,0.275,False
2025-11-30T17:25:43.832455,0.816,0.286,False
2025-11-30T17:25:43.946529,0.501,0.299,False
2025-11-30T17:25:44.057718,0.206,0.312,False
2025-11-30T17:25:44.158082,0.265,0.323,False
2025-11-30T17:25:44.273035,0.596,0.336,False
2025-11-30T17:25:44.392181,0.780,0.349,False
2025-11-30T17:25:44.490518,0.640,0.361,False
2025-11-30T17:25:44.606692,0.340,0.374,False
2025-11-30T17:25:44.719388,0.268,0.388,False
2025-11-30T17:25:44.816351,0.452,0.400,False
2025-11-30T17:25:44.931019,0.686,0.414,False
2025-11-30T17:25:45.047520,0.663,0.428,False
2025-11-30T17:25:45.142418,0.474,0.440,False
2025-11-30T17:25:45.256960,0.324,0.454,False
2025-11-30T17:25:45.371018,0.410,0.468,False
2025-11-30T17:25:45.470542,0.570,0.480,False
2025-11-30T17:25:45.583426,0.639,0.494,False
2025-11-30T17:25:45.696229,0.529,0.508,False
2025-11-30T17:25:45.795330,0.419,0.520,False
2025-11-30T17:25:45.913022,0.412,0.534,False
2025-11-30T17:25:46.022629,0.509,0.548,False
2025-11-30T17:25:46.120951,0.564,0.560,False
2025-11-30T17:25:46.239107,0.539,0.574,False
2025-11-30T17:25:46.352647,0.483,0.588,False
2025-11-30T17:25:46.451652,0.473,0.600,False
2025-11-30T17:25:46.567223,0.495,0.614,False
2025-11-30T17:25:46.680536,0.498,0.627,False
2025-11-30T17:25:46.775724,0.484,0.639,False
2025-11-30T17:25:46.894135,0.497,0.652,False
2025-11-30T17:25:47.006589,0.542,0.666,False
2025-11-30T17:25:47.105511,0.549,0.677,False
2025-11-30T17:25:47.223829,0.482,0.690,False
2025-11-30T17:25:47.338456,0.412,0.703,False
2025-11-30T17:25:47.435729,0.439,0.714,False
2025-11-30T17:25:47.553110,0.564,0.726,False
2025-11-30T17:25:47.668024,0.628,0.739,False
2025-11-30T17:25:47.765506,0.543,0.749,False
2025-11-30T17:25:47.875959,0.375,0.761,False
2025-11-30T17:25:47.993233,0.354,0.773,False
2025-11-30T17:25:48.092089,0.507,0.783,False
2025-11-30T17:25:48.205093,0.688,0.794,False
2025-11-30T17:25:48.319061,0.631,0.805,False
2025-11-30T17:25:48.417999,0.418,0.814,False
2025-11-30T17:25:48.533777,0.264,0.825,False
2025-11-30T17:25:48.648971,0.419,0.835,False
2025-11-30T17:25:48.748324,0.670,0.844,False
2025-11-30T17:25:48.860032,0.756,0.853,False
2025-11-30T17:25:48.973959,0.498,0.863,False
2025-11-30T17:25:49.073471,0.243,0.870,False
2025-11-30T17:25:49.191255,0.265,0.879,False
2025-11-30T17:25:49.302089,0.608,0.888,False
2025-11-30T17:25:49.403211,0.823,0.895,False
2025-11-30T17:25:49.516703,0.673,0.903,False
2025-11-30T17:25:49.626509,0.279,0.910,False
2025-11-30T17:25:49.726011,0.146,0.916,False
2025-11-30T17:25:49.839082,0.428,0.923,False
2025-11-30T17:25:49.958825,0.823,0.930,False
2025-11-30T17:25:50.055829,0.839,0.935,False
2025-11-30T17:25:50.171419,0.444,0.941,False
2025-11-30T17:25:50.287066,0.106,0.946,False
2025-11-30T17:25:50.387858,0.225,0.950,False
2025-11-30T17:25:50.505516,0.693,0.955,False
2025-11-30T17:25:50.620870,0.921,0.959,True
2025-11-30T17:25:50.720143,0.667,0.963,False
2025-11-30T17:25:50.839265,0.180,0.966,False
2025-11-30T17:25:50.955466,0.104,0.969,False
2025-11-30T17:25:51.052823,0.473,0.972,False
2025-11-30T17:25:51.166228,0.915,0.974,True
2025-11-30T17:25:51.283587,0.817,0.976,False
2025-11-30T17:25:51.376630,0.373,0.978,False
2025-11-30T17:25:51.489967,0.036,0.979,False
2025-11-30T17:25:51.605609,0.306,0.980,False
2025-11-30T17:25:51.706147,0.773,0.980,False
2025-11-30T17:25:51.816765,0.958,0.980,True
2025-11-30T17:25:51.933125,0.542,0.980,False
2025-11-30T17:25:52.032682,0.110,0.979,False
2025-11-30T17:25:52.143811,0.105,0.978,False
2025-11-30T17:25:52.260476,0.619,0.976,False
2025-11-30T17:25:52.356627,0.962,0.975,True
2025-11-30T17:25:52.470841,0.783,0.972,False
2025-11-30T17:25:52.587761,0.234,0.969,False
2025-11-30T17:25:52.685280,0.023,0.967,False
2025-11-30T17:25:52.799864,0.363,0.963,False
2025-11-30T17:25:52.913144,0.880,0.959,False
2025-11-30T17:25:53.010305,0.936,0.956,True
2025-11-30T17:25:53.123486,0.478,0.951,False
2025-11-30T17:25:53.239574,0.055,0.946,False
2025-11-30T17:25:53.336576,0.157,0.942,False
2025-11-30T17:25:53.448140,0.673,0.936,False
2025-11-30T17:25:53.563886,0.955,0.930,True
2025-11-30T17:25:53.662082,0.714,0.924,False
2025-11-30T17:25:53.778397,0.205,0.917,False
2025-11-30T17:25:53.895152,0.091,0.910,False
2025-11-30T17:25:53.992556,0.433,0.904,False
2025-11-30T17:25:54.106557,0.873,0.896,False
2025-11-30T17:25:54.220931,0.819,0.888,False
2025-11-30T17:25:54.319080,0.425,0.881,False
2025-11-30T17:25:54.433090,0.100,0.872,False
2025-11-30T17:25:54.548389,0.302,0.863,False
2025-11-30T17:25:54.641773,0.694,0.855,False
2025-11-30T17:25:54.759526,0.875,0.845,False
2025-11-30T17:25:54.876540,0.568,0.835,False
2025-11-30T17:25:54.971666,0.225,0.826,False
2025-11-30T17:25:55.087467,0.191,0.816,False
2025-11-30T17:25:55.203392,0.552,0.805,False
2025-11-30T17:25:55.302849,0.811,0.796,False
2025-11-30T17:25:55.419799,0.714,0.785,False
2025-11-30T17:25:55.532974,0.353,0.773,False
2025-11-30T17:25:55.630287,0.199,0.763,False
2025-11-30T17:25:55.746243,0.391,0.751,False
2025-11-30T17:25:55.859012,0.704,0.739,False
2025-11-30T17:25:55.955178,0.754,0.728,False
2025-11-30T17:25:56.071548,0.512,0.716,False
2025-11-30T17:25:56.188469,0.279,0.703,False
2025-11-30T17:25:56.286829,0.316,0.692,False
2025-11-30T17:25:56.405868,0.562,0.679,False
2025-11-30T17:25:56.520623,0.702,0.666,False
2025-11-30T17:25:56.619257,0.606,0.655,False
2025-11-30T17:25:56.729435,0.396,0.641,False
2025-11-30T17:25:56.843987,0.344,0.628,False
2025-11-30T17:25:56.939998,0.463,0.616,False
2025-11-30T17:25:57.054189,0.612,0.602,False
2025-11-30T17:25:57.165566,0.599,0.588,False
2025-11-30T17:25:57.264936,0.491,0.576,False
2025-11-30T17:25:57.377376,0.410,0.562,False
2025-11-30T17:25:57.492605,0.454,0.548,False
2025-11-30T17:25:57.591552,0.527,0.536,False
2025-11-30T17:25:57.705465,0.551,0.522,False
2025-11-30T17:25:57.826126,0.510,0.508,False
2025-11-30T17:25:57.922677,0.484,0.496,False
2025-11-30T17:25:58.036052,0.493,0.482,False
2025-11-30T17:25:58.151710,0.500,0.468,False
2025-11-30T17:25:58.252065,0.482,0.456,False
2025-11-30T17:25:58.366012,0.474,0.442,False
2025-11-30T17:25:58.480071,0.519,0.428,False
2025-11-30T17:25:58.576424,0.563,0.416,False
2025-11-30T17:25:58.690411,0.536,0.402,False
2025-11-30T17:25:58.806654,0.438,0.388,False
2025-11-30T17:25:58.903869,0.397,0.377,False
2025-11-30T17:25:59.020239,0.483,0.363,False
2025-11-30T17:25:59.134760,0.619,0.350,False
2025-11-30T17:25:59.232681,0.626,0.338,False
2025-11-30T17:25:59.343930,0.469,0.325,False
2025-11-30T17:25:59.461411,0.326,0.312,False
